route_stop_id,route_id,request_id,client_id,sequence_index,planned_arrival,planned_departure,actual_arrival,actual_departure,wait_time_minutes,service_duration_minutes,distance_from_prev_km,travel_time_from_prev_minutes,status,failure_reason,left_at_door,signature_captured,driver_notes
STP-00282,RTE-0018,REQ-00689,CLI-0066,12,2026-04-13 12:09:00,2026-04-13 12:18:00,2026-04-13 10:52:00,2026-04-13 11:05:00,0,9,5.71,13,completed,,False,False,Delivered to neighbor per instructions
STP-00283,RTE-0018,REQ-00510,CLI-0129,13,2026-04-13 12:26:00,2026-04-13 12:31:00,2026-04-13 10:27:00,2026-04-13 10:31:00,0,5,3.4,8,no_answer,building_locked,False,False,
STP-00284,RTE-0018,REQ-01130,CLI-0018,14,2026-04-13 12:36:00,2026-04-13 12:44:00,2026-04-13 10:35:00,2026-04-13 10:42:00,0,8,2.14,5,completed,,False,True,
STP-00285,RTE-0018,REQ-00822,CLI-0247,15,2026-04-13 13:02:00,2026-04-13 13:13:00,2026-04-13 12:54:00,2026-04-13 13:03:00,0,11,7.78,18,completed,,False,False,"Called ahead, no answer"
STP-00286,RTE-0018,REQ-00558,CLI-0053,16,2026-04-13 13:24:00,2026-04-13 13:30:00,,,0,6,4.95,11,skipped,weather,False,False,
STP-00287,RTE-0018,REQ-01841,CLI-0376,17,2026-04-13 13:42:00,2026-04-13 13:49:00,2026-04-13 09:09:00,2026-04-13 09:17:00,0,7,5.23,12,completed,,False,True,
STP-00288,RTE-0019,REQ-01126,CLI-0395,1,2026-04-07 09:23:00,2026-04-07 09:28:00,,,0,5,1.09,2,skipped,client_not_home_preknown,False,False,
STP-00289,RTE-0019,REQ-00204,CLI-0347,2,2026-04-07 09:31:00,2026-04-07 09:41:00,2026-04-07 09:30:00,2026-04-07 09:39:00,0,10,1.42,3,completed,,False,True,
STP-00290,RTE-0019,REQ-00443,CLI-0309,3,2026-04-07 09:43:00,2026-04-07 09:48:00,2026-04-07 11:02:00,2026-04-07 11:05:00,0,5,0.96,2,completed,,False,True,
STP-00291,RTE-0019,REQ-00160,CLI-0265,4,2026-04-07 09:56:00,2026-04-07 10:05:00,2026-04-07 14:12:00,2026-04-07 14:23:00,0,9,3.45,8,completed,,False,True,
STP-00292,RTE-0019,REQ-00738,CLI-0049,5,2026-04-07 10:15:00,2026-04-07 10:25:00,2026-04-07 09:54:00,2026-04-07 10:06:00,0,10,4.54,10,completed,,False,True,
STP-00293,RTE-0019,REQ-00532,CLI-0341,6,2026-04-07 10:37:00,2026-04-07 10:42:00,2026-04-07 14:27:00,2026-04-07 14:30:00,0,5,5.24,12,completed,,False,True,
STP-00294,RTE-0019,REQ-01419,CLI-0389,7,2026-04-07 10:56:00,2026-04-07 11:07:00,2026-04-07 12:08:00,2026-04-07 12:15:00,0,11,6.09,14,completed,,False,False,
STP-00295,RTE-0019,REQ-00112,CLI-0098,8,2026-04-07 11:25:00,2026-04-07 11:32:00,2026-04-07 13:54:00,2026-04-07 14:03:00,0,7,7.58,18,completed,,False,True,
STP-00296,RTE-0019,REQ-01451,CLI-0255,9,2026-04-07 11:51:00,2026-04-07 11:59:00,2026-04-07 14:25:00,2026-04-07 14:31:00,0,8,8.21,19,completed,,False,False,
STP-00297,RTE-0019,REQ-01650,CLI-0076,10,2026-04-07 12:11:00,2026-04-07 12:25:00,2026-04-07 13:36:00,2026-04-07 13:51:00,0,14,5.27,12,completed,,False,False,Client chatty today
STP-00298,RTE-0019,REQ-00152,CLI-0020,11,2026-04-07 12:35:00,2026-04-07 12:43:00,2026-04-07 14:04:00,2026-04-07 14:08:00,0,8,4.56,10,no_answer,building_locked,False,False,
STP-00299,RTE-0019,REQ-00889,CLI-0344,12,2026-04-07 12:54:00,2026-04-07 13:03:00,,,0,9,4.88,11,skipped,time_budget_exceeded,False,False,
STP-00300,RTE-0019,REQ-00559,CLI-0443,13,2026-04-07 13:14:00,2026-04-07 13:22:00,2026-04-07 14:25:00,2026-04-07 14:34:00,0,8,4.69,11,no_answer,buzzer_failed,False,False,
STP-00301,RTE-0019,REQ-01574,CLI-0500,14,2026-04-07 13:24:00,2026-04-07 13:29:00,2026-04-07 14:41:00,2026-04-07 14:44:00,0,5,0.31,2,completed,,False,True,
STP-00302,RTE-0019,REQ-00560,CLI-0500,15,2026-04-07 13:31:00,2026-04-07 13:37:00,2026-04-07 11:47:00,2026-04-07 11:54:00,0,6,0.0,2,completed,,False,False,
STP-00303,RTE-0019,REQ-01510,CLI-0429,16,2026-04-07 13:41:00,2026-04-07 13:52:00,,,0,11,1.94,4,skipped,time_budget_exceeded,False,False,
STP-00304,RTE-0019,REQ-01819,CLI-0282,17,2026-04-07 14:07:00,2026-04-07 14:14:00,2026-04-07 12:14:00,2026-04-07 12:21:00,0,7,6.26,15,completed,,False,True,
STP-00305,RTE-0019,REQ-00552,CLI-0229,18,2026-04-07 14:23:00,2026-04-07 14:30:00,2026-04-07 12:36:00,2026-04-07 12:41:00,0,7,3.96,9,no_answer,building_locked,False,False,
STP-00306,RTE-0019,REQ-00621,CLI-0270,19,2026-04-07 14:48:00,2026-04-07 14:54:00,,,0,6,7.82,18,cancelled,client_cancel,False,False,
STP-00307,RTE-0019,REQ-00428,CLI-0268,20,2026-04-07 15:01:00,2026-04-07 15:10:00,2026-04-07 12:51:00,2026-04-07 12:59:00,0,9,2.95,7,completed,,True,False,
STP-00308,RTE-0019,REQ-00554,CLI-0390,21,2026-04-07 15:21:00,2026-04-07 15:29:00,2026-04-07 11:23:00,2026-04-07 11:32:00,0,8,4.81,11,completed,,False,False,
STP-00309,RTE-0019,REQ-00535,CLI-0498,22,2026-04-07 15:31:00,2026-04-07 15:37:00,2026-04-07 13:04:00,2026-04-07 13:10:00,0,6,0.99,2,completed,,False,False,
STP-00310,RTE-0019,REQ-00043,CLI-0498,23,2026-04-07 15:39:00,2026-04-07 15:46:00,2026-04-07 11:57:00,2026-04-07 12:05:00,0,7,0.0,2,no_answer,buzzer_failed,False,False,
STP-00311,RTE-0019,REQ-00607,CLI-0162,24,2026-04-07 15:48:00,2026-04-07 15:54:00,2026-04-07 12:08:00,2026-04-07 12:17:00,0,6,0.14,2,completed,,False,False,Client chatty today
STP-00312,RTE-0019,REQ-00254,CLI-0266,25,2026-04-07 16:03:00,2026-04-07 16:13:00,2026-04-07 10:00:00,2026-04-07 10:06:00,0,10,3.97,9,completed,,False,True,
STP-00313,RTE-0019,REQ-01054,CLI-0165,26,2026-04-07 16:21:00,2026-04-07 16:29:00,2026-04-07 10:21:00,2026-04-07 10:32:00,0,8,3.57,8,completed,,False,True,
STP-00314,RTE-0019,REQ-00740,CLI-0425,27,2026-04-07 16:36:00,2026-04-07 16:46:00,2026-04-07 10:38:00,2026-04-07 10:48:00,0,10,3.03,7,completed,,False,True,
STP-00315,RTE-0019,REQ-01291,CLI-0053,28,2026-04-07 16:48:00,2026-04-07 16:56:00,2026-04-07 10:56:00,2026-04-07 11:02:00,0,8,0.61,2,completed,,False,True,
STP-00316,RTE-0019,REQ-01886,CLI-0011,29,2026-04-07 17:05:00,2026-04-07 17:13:00,2026-04-07 14:27:00,2026-04-07 14:32:00,0,8,3.81,9,completed,,False,True,
STP-00317,RTE-0019,REQ-00073,CLI-0146,30,2026-04-07 17:16:00,2026-04-07 17:23:00,2026-04-07 14:37:00,2026-04-07 14:43:00,0,7,1.39,3,completed,,False,False,
STP-00318,RTE-0019,REQ-01791,CLI-0217,31,2026-04-07 17:26:00,2026-04-07 17:31:00,,,0,5,1.32,3,skipped,weather,False,False,
STP-00319,RTE-0020,REQ-00281,CLI-0102,1,2026-03-27 08:02:00,2026-03-27 08:10:00,,,260,8,1.25,2,rerouted,vehicle_capacity,True,False,
STP-00320,RTE-0020,REQ-01366,CLI-0244,2,2026-03-27 08:15:00,2026-03-27 08:22:00,2026-03-27 11:02:00,2026-03-27 11:08:00,0,7,2.48,5,completed,,False,False,
STP-00321,RTE-0020,REQ-01876,CLI-0362,3,2026-03-27 08:27:00,2026-03-27 08:38:00,2026-03-27 08:57:00,2026-03-27 09:11:00,0,11,2.29,5,completed,,False,False,
STP-00322,RTE-0020,REQ-00808,CLI-0445,4,2026-03-27 08:40:00,2026-03-27 08:46:00,2026-03-27 09:16:00,2026-03-27 09:19:00,269,6,0.34,2,completed,,False,True,
STP-00323,RTE-0020,REQ-00200,CLI-0409,5,2026-03-27 08:50:00,2026-03-27 08:55:00,2026-03-27 10:35:00,2026-03-27 10:39:00,0,5,1.78,4,completed,,False,True,
STP-00324,RTE-0020,REQ-01813,CLI-0340,6,2026-03-27 08:57:00,2026-03-27 09:09:00,2026-03-27 13:13:00,2026-03-27 13:22:00,0,12,0.33,2,completed,,False,False,
STP-00325,RTE-0020,REQ-01679,CLI-0307,7,2026-03-27 09:24:00,2026-03-27 09:34:00,2026-03-27 10:06:00,2026-03-27 10:16:00,0,10,6.63,15,completed,,False,False,
STP-00326,RTE-0020,REQ-00079,CLI-0385,8,2026-03-27 09:47:00,2026-03-27 09:55:00,2026-03-27 14:59:00,2026-03-27 15:08:00,0,8,5.52,13,completed,,True,False,
STP-00327,RTE-0020,REQ-00684,CLI-0383,9,2026-03-27 10:11:00,2026-03-27 10:20:00,2026-03-27 15:26:00,2026-03-27 15:34:00,0,9,6.77,16,completed,,False,True,
STP-00328,RTE-0020,REQ-01992,CLI-0153,10,2026-03-27 10:22:00,2026-03-27 10:31:00,2026-03-27 11:14:00,2026-03-27 11:17:00,0,9,0.54,2,no_answer,buzzer_failed,False,False,
STP-00329,RTE-0020,REQ-01867,CLI-0299,11,2026-03-27 10:33:00,2026-03-27 10:43:00,2026-03-27 11:16:00,2026-03-27 11:26:00,0,10,0.12,2,completed,,False,True,
STP-00330,RTE-0020,REQ-00620,CLI-0157,12,2026-03-27 10:48:00,2026-03-27 10:56:00,2026-03-27 12:54:00,2026-03-27 13:02:00,0,8,2.14,5,no_answer,building_locked,False,False,
STP-00331,RTE-0020,REQ-01772,CLI-0459,13,2026-03-27 11:16:00,2026-03-27 11:28:00,2026-03-27 09:47:00,2026-03-27 09:59:00,0,12,8.59,20,completed,,False,True,
STP-00332,RTE-0020,REQ-00234,CLI-0236,14,2026-03-27 11:50:00,2026-03-27 11:56:00,2026-03-27 14:06:00,2026-03-27 14:14:00,0,6,9.52,22,completed,,True,False,
STP-00333,RTE-0020,REQ-00526,CLI-0369,15,2026-03-27 12:06:00,2026-03-27 12:11:00,2026-03-27 12:47:00,2026-03-27 12:50:00,0,5,4.52,10,completed,,False,True,
STP-00334,RTE-0020,REQ-00301,CLI-0086,16,2026-03-27 12:22:00,2026-03-27 12:27:00,2026-03-27 13:06:00,2026-03-27 13:12:00,0,5,4.99,11,completed,,False,False,
STP-00335,RTE-0020,REQ-01477,CLI-0393,17,2026-03-27 12:45:00,2026-03-27 12:52:00,2026-03-27 12:49:00,2026-03-27 12:58:00,0,7,7.66,18,completed,,False,True,
STP-00336,RTE-0020,REQ-01135,CLI-0184,18,2026-03-27 12:54:00,2026-03-27 13:01:00,2026-03-27 10:34:00,2026-03-27 10:37:00,0,7,0.57,2,completed,,False,True,
STP-00337,RTE-0020,REQ-01756,CLI-0230,19,2026-03-27 13:25:00,2026-03-27 13:36:00,2026-03-27 09:05:00,2026-03-27 09:16:00,0,11,10.2,24,completed,,False,True,
STP-00338,RTE-0020,REQ-00713,CLI-0197,20,2026-03-27 14:04:00,2026-03-27 14:10:00,2026-03-27 14:33:00,2026-03-27 14:37:00,0,6,11.7,28,completed,,False,True,
STP-00339,RTE-0020,REQ-01573,CLI-0325,21,2026-03-27 14:16:00,2026-03-27 14:24:00,2026-03-27 11:14:00,2026-03-27 11:21:00,0,8,2.91,6,completed,,False,False,
STP-00340,RTE-0021,REQ-00340,CLI-0026,1,2026-03-26 09:32:00,2026-03-26 09:38:00,,,0,6,0.71,2,skipped,requires_two_person_unavailable,False,False,
STP-00341,RTE-0021,REQ-01433,CLI-0454,2,2026-03-26 09:40:00,2026-03-26 09:50:00,,,0,10,0.54,2,cancelled,client_cancel,False,False,Left meal on counter
STP-00342,RTE-0021,REQ-01648,CLI-0057,3,2026-03-26 09:58:00,2026-03-26 10:08:00,2026-03-26 14:36:00,2026-03-26 14:46:00,0,10,3.56,8,completed,,False,False,
STP-00343,RTE-0021,REQ-01162,CLI-0460,4,2026-03-26 10:21:00,2026-03-26 10:34:00,2026-03-26 12:37:00,2026-03-26 12:49:00,0,13,5.59,13,completed,,False,False,
STP-00344,RTE-0021,REQ-01728,CLI-0460,5,2026-03-26 10:36:00,2026-03-26 10:46:00,2026-03-26 12:57:00,2026-03-26 13:05:00,0,10,0.0,2,completed,,False,True,
STP-00345,RTE-0021,REQ-00527,CLI-0131,6,2026-03-26 10:55:00,2026-03-26 11:00:00,2026-03-26 13:14:00,2026-03-26 13:19:00,0,5,4.08,9,completed,,False,False,
STP-00346,RTE-0021,REQ-01546,CLI-0412,7,2026-03-26 11:11:00,2026-03-26 11:20:00,2026-03-26 11:03:00,2026-03-26 11:09:00,0,9,4.82,11,completed,,False,False,
STP-00347,RTE-0021,REQ-01844,CLI-0136,8,2026-03-26 11:38:00,2026-03-26 11:46:00,2026-03-26 13:10:00,2026-03-26 13:15:00,0,8,7.64,18,completed,,False,False,
STP-00348,RTE-0021,REQ-01669,CLI-0109,9,2026-03-26 11:48:00,2026-03-26 11:58:00,2026-03-26 11:42:00,2026-03-26 11:53:00,0,10,1.02,2,completed,,False,False,Note: dog barking but friendly
STP-00349,RTE-0021,REQ-00893,CLI-0145,10,2026-03-26 12:01:00,2026-03-26 12:11:00,2026-03-26 12:00:00,2026-03-26 12:07:00,0,10,1.53,3,completed,,False,True,"Client using walker, door ajar"
STP-00350,RTE-0021,REQ-00368,CLI-0230,11,2026-03-26 12:36:00,2026-03-26 12:44:00,2026-03-26 12:33:00,2026-03-26 12:42:00,0,8,10.68,25,completed,,False,False,
STP-00351,RTE-0022,REQ-01569,CLI-0377,1,2026-04-13 08:37:00,2026-04-13 08:42:00,2026-04-13 08:59:00,2026-04-13 09:04:00,0,5,0.87,2,completed,,False,True,
STP-00352,RTE-0022,REQ-01912,CLI-0456,2,2026-04-13 08:45:00,2026-04-13 08:58:00,2026-04-13 12:38:00,2026-04-13 12:47:00,0,13,1.46,3,completed,,False,False,
STP-00353,RTE-0022,REQ-01932,CLI-0347,3,2026-04-13 09:03:00,2026-04-13 09:12:00,2026-04-13 11:02:00,2026-04-13 11:09:00,0,9,2.27,5,completed,,False,False,
STP-00354,RTE-0022,REQ-01745,CLI-0468,4,2026-04-13 09:15:00,2026-04-13 09:20:00,,,0,5,1.48,3,rerouted,wrong_vehicle_type,False,False,
STP-00355,RTE-0022,REQ-01487,CLI-0445,5,2026-04-13 09:24:00,2026-04-13 09:29:00,2026-04-13 11:18:00,2026-04-13 11:25:00,0,5,2.0,4,completed,,False,True,
STP-00356,RTE-0022,REQ-00137,CLI-0296,6,2026-04-13 09:31:00,2026-04-13 09:37:00,2026-04-13 15:55:00,2026-04-13 15:59:00,0,6,1.03,2,completed,,False,False,
STP-00357,RTE-0022,REQ-01262,CLI-0317,7,2026-04-13 09:54:00,2026-04-13 10:02:00,,,0,8,7.39,17,rerouted,time_window_slip,False,False,
STP-00358,RTE-0022,REQ-01198,CLI-0020,8,2026-04-13 10:12:00,2026-04-13 10:21:00,2026-04-13 16:09:00,2026-04-13 16:17:00,0,9,4.56,10,completed,,True,False,
STP-00359,RTE-0022,REQ-00014,CLI-0159,9,2026-04-13 10:26:00,2026-04-13 10:31:00,2026-04-13 14:08:00,2026-04-13 14:13:00,0,5,2.48,5,completed,,False,False,
STP-00360,RTE-0022,REQ-01716,CLI-0237,10,2026-04-13 10:53:00,2026-04-13 11:00:00,2026-04-13 14:36:00,2026-04-13 14:44:00,0,7,9.2,22,completed,,False,False,
STP-00361,RTE-0022,REQ-01297,CLI-0184,11,2026-04-13 11:22:00,2026-04-13 11:32:00,2026-04-13 08:34:00,2026-04-13 08:43:00,0,10,9.27,22,completed,,False,False,
STP-00362,RTE-0022,REQ-01400,CLI-0470,12,2026-04-13 11:38:00,2026-04-13 11:44:00,2026-04-13 15:04:00,2026-04-13 15:08:00,0,6,2.85,6,completed,,False,True,
STP-00363,RTE-0022,REQ-01412,CLI-0336,13,2026-04-13 11:49:00,2026-04-13 11:58:00,2026-04-13 13:46:00,2026-04-13 13:57:00,0,9,2.33,5,completed,,False,False,
STP-00364,RTE-0023,REQ-00096,CLI-0179,1,2026-04-09 09:17:00,2026-04-09 09:22:00,,,0,5,2.49,5,skipped,client_not_home_preknown,False,False,
STP-00365,RTE-0023,REQ-00795,CLI-0252,2,2026-04-09 09:34:00,2026-04-09 09:39:00,2026-04-09 09:30:00,2026-04-09 09:38:00,0,5,5.15,12,completed,,False,True,999
STP-00366,RTE-0023,REQ-00286,CLI-0388,3,2026-04-09 09:48:00,2026-04-09 09:53:00,2026-04-09 11:44:00,2026-04-09 11:50:00,0,5,3.78,9,completed,,True,False,
STP-00367,RTE-0023,REQ-01870,CLI-0040,4,2026-04-09 10:01:00,2026-04-09 10:07:00,2026-04-09 11:58:00,2026-04-09 12:04:00,0,6,3.33,8,completed,,False,True,
STP-00368,RTE-0023,REQ-01014,CLI-0246,5,2026-04-09 10:17:00,2026-04-09 10:23:00,2026-04-09 12:13:00,2026-04-09 12:17:00,0,6,4.51,10,completed,,False,True,
STP-00369,RTE-0023,REQ-00699,CLI-0236,6,2026-04-09 10:40:00,2026-04-09 10:50:00,2026-04-09 12:41:00,2026-04-09 12:49:00,0,10,7.18,17,completed,,False,True,Unknown
STP-00370,RTE-0023,REQ-00229,CLI-0487,7,2026-04-09 11:07:00,2026-04-09 11:13:00,2026-04-09 13:09:00,2026-04-09 13:16:00,0,6,7.1,17,completed,,False,False,
STP-00371,RTE-0023,REQ-01725,CLI-0270,8,2026-04-09 11:23:00,2026-04-09 11:28:00,2026-04-09 11:38:00,2026-04-09 11:43:00,0,5,4.17,10,completed,,False,False,
STP-00372,RTE-0023,REQ-00575,CLI-0297,9,2026-04-09 11:56:00,2026-04-09 12:06:00,,,0,10,11.89,28,skipped,requires_two_person_unavailable,False,False,999
STP-00373,RTE-0023,REQ-00984,CLI-0373,10,2026-04-09 12:21:00,2026-04-09 12:28:00,,,0,7,6.46,15,rerouted,time_window_slip,False,False,
STP-00374,RTE-0023,REQ-00022,CLI-0335,11,2026-04-09 12:38:00,2026-04-09 12:45:00,2026-04-09 11:55:00,2026-04-09 12:04:00,0,7,4.4,10,completed,,False,True,
STP-00375,RTE-0023,REQ-00483,CLI-0060,12,2026-04-09 13:06:00,2026-04-09 13:11:00,2026-04-09 12:30:00,2026-04-09 12:36:00,0,5,9.13,21,completed,,False,True,
STP-00376,RTE-0023,REQ-01319,CLI-0285,13,2026-04-09 13:18:00,2026-04-09 13:24:00,2026-04-09 12:42:00,2026-04-09 12:45:00,0,6,3.33,7,completed,,False,True,
STP-00377,RTE-0023,REQ-00252,CLI-0263,14,2026-04-09 13:39:00,2026-04-09 13:49:00,2026-04-09 13:00:00,2026-04-09 13:12:00,0,10,6.6,15,completed,,False,False,"Called ahead, no answer"
STP-00378,RTE-0023,REQ-01408,CLI-0294,15,2026-04-09 13:51:00,2026-04-09 14:02:00,2026-04-09 11:39:00,2026-04-09 11:48:00,0,11,0.25,2,completed,,False,False,
STP-00379,RTE-0024,REQ-01210,CLI-0049,1,2026-03-27 09:14:00,2026-03-27 09:26:00,,,0,12,2.41,5,skipped,weather,False,False,
STP-00380,RTE-0024,REQ-01212,CLI-0460,2,2026-03-27 09:32:00,2026-03-27 09:38:00,2026-03-27 13:14:00,2026-03-27 13:19:00,0,6,2.75,6,completed,,True,False,
STP-00381,RTE-0024,REQ-01959,CLI-0415,3,2026-03-27 09:43:00,2026-03-27 09:53:00,2026-03-27 09:27:00,2026-03-27 09:37:00,0,10,2.49,5,completed,,False,True,
STP-00382,RTE-0024,REQ-00766,CLI-0242,4,2026-03-27 10:18:00,2026-03-27 10:24:00,,,0,6,10.51,25,skipped,weather,False,False,
STP-00383,RTE-0025,REQ-00963,CLI-0166,1,2026-03-26 08:49:00,2026-03-26 08:57:00,2026-03-26 14:27:00,2026-03-26 14:38:00,0,8,0.21,2,completed,,False,False,"Called ahead, no answer"
STP-00384,RTE-0025,REQ-00178,CLI-0123,2,2026-03-26 09:00:00,2026-03-26 09:11:00,2026-03-26 14:48:00,2026-03-26 15:05:00,0,11,1.34,3,completed,,False,True,
STP-00385,RTE-0025,REQ-01520,CLI-0203,3,2026-03-26 09:14:00,2026-03-26 09:26:00,2026-03-26 13:38:00,2026-03-26 13:51:00,0,12,1.28,3,no_answer,no_answer_at_door,False,False,Left meal on counter
STP-00386,RTE-0025,REQ-01646,CLI-0269,4,2026-03-26 09:33:00,2026-03-26 09:42:00,2026-03-26 10:16:00,2026-03-26 10:24:00,0,9,3.06,7,completed,,False,True,
STP-00387,RTE-0025,REQ-00271,CLI-0070,5,2026-03-26 09:53:00,2026-03-26 10:04:00,2026-03-26 10:37:00,2026-03-26 10:49:00,0,11,4.59,11,completed,,False,True,
STP-00388,RTE-0025,REQ-01120,CLI-0153,6,2026-03-26 10:11:00,2026-03-26 10:21:00,2026-03-26 11:06:00,2026-03-26 11:17:00,0,10,3.08,7,completed,,False,True,
STP-00389,RTE-0025,REQ-01536,CLI-0313,7,2026-03-26 10:26:00,2026-03-26 10:31:00,2026-03-26 11:31:00,2026-03-26 11:35:00,0,5,2.5,5,completed,,False,True,
STP-00390,RTE-0025,REQ-00642,CLI-0061,8,2026-03-26 10:45:00,2026-03-26 10:57:00,2026-03-26 11:57:00,2026-03-26 12:12:00,0,12,5.92,14,completed,,True,False,
STP-00391,RTE-0025,REQ-01578,CLI-0291,9,2026-03-26 10:59:00,2026-03-26 11:09:00,2026-03-26 09:02:00,2026-03-26 09:12:00,0,10,0.17,2,completed,,False,True,
STP-00392,RTE-0025,REQ-00508,CLI-0243,10,2026-03-26 11:23:00,2026-03-26 11:28:00,2026-03-26 09:31:00,2026-03-26 09:36:00,0,5,6.08,14,no_answer,no_answer_at_door,False,False,
STP-00393,RTE-0025,REQ-01776,CLI-0198,11,2026-03-26 11:40:00,2026-03-26 11:45:00,2026-03-26 09:58:00,2026-03-26 10:04:00,0,5,5.26,12,completed,,False,True,Unknown
STP-00394,RTE-0025,REQ-01468,CLI-0021,12,2026-03-26 11:47:00,2026-03-26 11:55:00,2026-03-26 14:42:00,2026-03-26 14:50:00,0,8,0.38,2,completed,,False,True,
STP-00395,RTE-0025,REQ-01506,CLI-0454,13,2026-03-26 11:59:00,2026-03-26 12:05:00,2026-03-26 09:48:00,2026-03-26 09:55:00,0,6,1.7,4,completed,,False,True,
STP-00396,RTE-0025,REQ-00999,CLI-0202,14,2026-03-26 12:14:00,2026-03-26 12:20:00,2026-03-26 10:06:00,2026-03-26 10:10:00,0,6,4.15,9,completed,,False,True,
STP-00397,RTE-0025,REQ-00317,CLI-0222,15,2026-03-26 12:22:00,2026-03-26 12:31:00,2026-03-26 10:16:00,2026-03-26 10:23:00,0,9,0.52,2,completed,,False,True,
STP-00398,RTE-0025,REQ-01908,CLI-0158,16,2026-03-26 12:33:00,2026-03-26 12:38:00,2026-03-26 10:33:00,2026-03-26 10:36:00,177,5,0.43,2,completed,,False,False,
STP-00399,RTE-0025,REQ-01985,CLI-0331,17,2026-03-26 12:48:00,2026-03-26 12:58:00,2026-03-26 14:27:00,2026-03-26 14:37:00,0,10,4.45,10,completed,,False,True,
STP-00400,RTE-0025,REQ-01567,CLI-0040,18,2026-03-26 13:09:00,2026-03-26 13:17:00,2026-03-26 10:58:00,2026-03-26 11:07:00,0,8,4.95,11,completed,,False,True,
STP-00401,RTE-0025,REQ-01218,CLI-0308,19,2026-03-26 13:40:00,2026-03-26 13:48:00,2026-03-26 11:36:00,2026-03-26 11:44:00,84,8,9.96,23,completed,,False,False,Delivered to neighbor per instructions
STP-00402,RTE-0025,REQ-00275,CLI-0335,20,2026-03-26 13:50:00,2026-03-26 13:55:00,2026-03-26 12:53:00,2026-03-26 13:01:00,0,5,0.7,2,no_answer,building_locked,False,False,
STP-00403,RTE-0025,REQ-00342,CLI-0368,21,2026-03-26 14:02:00,2026-03-26 14:10:00,2026-03-26 11:15:00,2026-03-26 11:22:00,0,8,3.04,7,no_answer,building_locked,False,False,
STP-00404,RTE-0025,REQ-00261,CLI-0301,22,2026-03-26 14:26:00,2026-03-26 14:31:00,,,0,5,6.67,16,skipped,weather,False,False,
STP-00405,RTE-0025,REQ-00257,CLI-0452,23,2026-03-26 14:33:00,2026-03-26 14:44:00,2026-03-26 12:02:00,2026-03-26 12:14:00,0,11,0.84,2,completed,,False,False,
STP-00406,RTE-0025,REQ-00226,CLI-0350,24,2026-03-26 14:47:00,2026-03-26 14:57:00,2026-03-26 12:25:00,2026-03-26 12:32:00,0,10,1.32,3,completed,,False,True,
STP-00407,RTE-0026,REQ-01733,CLI-0395,1,2026-04-12 08:28:00,2026-04-12 08:35:00,2026-04-12 09:22:00,2026-04-12 09:28:00,0,7,1.09,2,completed,,False,False,
STP-00408,RTE-0026,REQ-01810,CLI-0331,2,2026-04-12 08:41:00,2026-04-12 08:51:00,2026-04-12 09:37:00,2026-04-12 09:48:00,0,10,2.51,6,completed,,False,False,
STP-00409,RTE-0026,REQ-01740,CLI-0468,3,2026-04-12 08:53:00,2026-04-12 09:05:00,2026-04-12 08:22:00,2026-04-12 08:35:00,0,12,0.7,2,completed,,False,False,
STP-00410,RTE-0026,REQ-01196,CLI-0359,4,2026-04-12 09:12:00,2026-04-12 09:21:00,2026-04-12 08:47:00,2026-04-12 08:55:00,118,9,3.29,7,no_answer,no_answer_at_door,False,False,
STP-00411,RTE-0026,REQ-00230,CLI-0250,5,2026-04-12 09:28:00,2026-04-12 09:37:00,2026-04-12 09:10:00,2026-04-12 09:18:00,0,9,3.22,7,completed,,False,True,
STP-00412,RTE-0026,REQ-00834,CLI-0041,6,2026-04-12 09:45:00,2026-04-12 09:51:00,2026-04-12 08:55:00,2026-04-12 08:58:00,0,6,3.42,8,completed,,False,True,
STP-00413,RTE-0026,REQ-00777,CLI-0220,7,2026-04-12 10:02:00,2026-04-12 10:08:00,2026-04-12 09:14:00,2026-04-12 09:19:00,106,6,4.63,11,completed,,False,True,"Called ahead, no answer"
STP-00414,RTE-0026,REQ-01787,CLI-0035,8,2026-04-12 10:11:00,2026-04-12 10:18:00,2026-04-12 10:19:00,2026-04-12 10:27:00,0,7,1.25,3,completed,,False,True,
STP-00415,RTE-0026,REQ-00214,CLI-0203,9,2026-04-12 10:21:00,2026-04-12 10:30:00,2026-04-12 10:37:00,2026-04-12 10:47:00,83,9,1.51,3,completed,,False,True,
STP-00416,RTE-0026,REQ-01032,CLI-0330,10,2026-04-12 10:35:00,2026-04-12 10:40:00,2026-04-12 11:01:00,2026-04-12 11:07:00,119,5,2.35,5,completed,,False,False,
STP-00417,RTE-0026,REQ-00132,CLI-0004,11,2026-04-12 11:00:00,2026-04-12 11:08:00,2026-04-12 13:29:00,2026-04-12 13:37:00,0,8,8.44,20,completed,,False,False,
STP-00418,RTE-0026,REQ-00326,CLI-0381,12,2026-04-12 11:21:00,2026-04-12 11:26:00,2026-04-12 11:27:00,2026-04-12 11:32:00,0,5,5.67,13,completed,,False,True,Left meal on counter
STP-00419,RTE-0026,REQ-00399,CLI-0328,13,2026-04-12 11:41:00,2026-04-12 11:48:00,2026-04-12 09:29:00,2026-04-12 09:34:00,0,7,6.36,15,no_answer,no_answer_at_door,False,False,Left meal on counter
STP-00420,RTE-0026,REQ-00114,CLI-0237,14,2026-04-12 12:11:00,2026-04-12 12:25:00,2026-04-12 13:39:00,2026-04-12 13:54:00,0,14,9.83,23,completed,,False,True,
