request_id,client_id,created_at,scheduled_date,time_window_start,time_window_end,service_duration_minutes,quantity_meals,quantity_boxes,cold_chain_required,priority_level,frequency,program_type,funding_stream,status,status_reason,assigned_route_id,assigned_stop_sequence,required_driver_skills,flexibility_flags,dietary_tags_snapshot,mobility_tags_snapshot
REQ-00517,CLI-0122,2026-04-10 06:55:00,2026-04-15,12:15:00,14:15:00,9,6,1,True,routine,one_time,MOW_frozen,Island_Health,completed,,RTE-0185,7,refrigerated_vehicle,flexible_window,,low_vision
REQ-00518,CLI-0364,2026-03-29 10:44:00,2026-03-31,08:15:00,09:45:00,5,6,1,True,routine,weekly,MOW_hot,United_Way,completed,,RTE-0218,4,refrigerated_vehicle,flexible_window;flexible_day;can_leave_at_door,low_sodium;soft;halal,assistance_at_door;hard_of_hearing
REQ-00519,CLI-0051,2026-04-03 15:22:00,2026-04-07,13:30:00,15:00:00,8,5,2,True,routine,weekly,grocery_hamper,Island_Health,completed,,RTE-0065,14,refrigerated_vehicle,can_leave_at_door,,walker;assistance_at_door
REQ-00520,CLI-0222,2026-04-03 12:47:00,2026-04-08,09:00:00,10:30:00,9,3,0,True,routine,one_time,MOW_hot,Island_Health,completed,,RTE-0035,17,refrigerated_vehicle,flexible_day;can_leave_at_door,halal,assistance_at_door
REQ-00521,CLI-0294,2026-04-02 13:43:00,2026-04-03,10:15:00,11:15:00,5,3,2,True,routine,one_time,MOW_hot,municipal,completed,,RTE-0042,8,refrigerated_vehicle,flexible_window,gluten_free;vegan,low_vision
REQ-00522,CLI-0408,2026-04-03 14:16:00,2026-04-04,12:30:00,14:00:00,9,5,0,False,routine,one_time,culturally_specific,United_Way,completed,,RTE-0056,6,,,diabetic_friendly;lactose_free,
REQ-00523,CLI-0287,2026-04-12 06:41:00,2026-04-14,11:45:00,13:45:00,6,6,0,True,urgent,one_time,MOW_hot,United_Way,completed,,RTE-0012,14,no_pet_allergy;refrigerated_vehicle,flexible_window,soft;vegetarian;halal;lactose_free,walker
REQ-00524,CLI-0233,2026-04-09 13:15:00,2026-04-14,13:15:00,14:45:00,9,5,0,False,routine,one_time,grocery_hamper,Island_Health,completed,,RTE-0043,1,,flexible_window;flexible_day;can_leave_at_door,,hard_of_hearing
REQ-00525,CLI-0459,2026-03-27 14:01:00,2026-03-31,08:00:00,10:00:00,6,1,0,True,routine,one_time,MOW_hot,United_Way,completed,,RTE-0178,6,refrigerated_vehicle,flexible_window,diabetic_friendly,cane;assistance_at_door
REQ-00526,CLI-0369,2026-03-23 06:42:00,2026-03-27,11:30:00,13:30:00,5,7,1,True,urgent,weekly,MOW_frozen,client_pay,completed,,RTE-0020,15,refrigerated_vehicle,flexible_window,,cane;assistance_at_door
REQ-00527,CLI-0131,2026-03-22 17:42:00,2026-03-26,12:00:00,14:00:00,5,6,0,False,routine,weekly,grocery_hamper,Island_Health,scheduled,,RTE-0021,6,,flexible_window,lactose_free,cane;assistance_at_door
REQ-00528,CLI-0141,2026-03-31 13:50:00,2026-04-04,13:45:00,16:45:00,8,4,0,True,urgent,one_time,MOW_hot,municipal,completed,,,,lang_Vietnamese;no_pet_allergy;refrigerated_vehicle,flexible_window;flexible_day;can_leave_at_door,heart_healthy;renal,
REQ-00529,CLI-0049,2026-04-04 10:21:00,2026-04-08,08:45:00,11:45:00,8,7,1,True,routine,one_time,MOW_hot,Island_Health,completed,,RTE-0269,15,refrigerated_vehicle,,,assistance_at_door
REQ-00530,CLI-0448,2026-03-21 16:08:00,2026-03-25,10:15:00,11:45:00,5,1,1,True,routine,weekly,MOW_hot,municipal,completed,,,,refrigerated_vehicle,,heart_healthy;pureed,
REQ-00531,CLI-0258,2026-04-07 13:10:00,2026-04-09,12:15:00,13:45:00,9,6,1,False,routine,one_time,grocery_hamper,client_pay,pending,,,,,,,
REQ-00532,CLI-0341,2026-04-05 17:38:00,2026-04-07,12:30:00,15:30:00,5,3,0,True,routine,one_time,MOW_hot,municipal,completed,,RTE-0019,6,refrigerated_vehicle,,diabetic_friendly;renal;minced;halal,
REQ-00533,CLI-0364,2026-03-27 07:35:00,2026-04-01,13:45:00,16:45:00,7,4,0,False,routine,weekly,emergency_box,client_pay,completed,,RTE-0011,16,,flexible_window;can_leave_at_door,low_sodium;soft;halal,assistance_at_door;hard_of_hearing
REQ-00534,CLI-0200,2026-04-12 06:54:00,2026-04-14,08:45:00,11:45:00,5,2,0,True,routine,one_time,grocery_hamper,United_Way,completed,,,,lang_Vietnamese;refrigerated_vehicle;wheelchair,flexible_window,low_sodium,wheelchair;walker;low_vision
REQ-00535,CLI-0498,2026-04-05 12:10:00,2026-04-07,12:45:00,14:15:00,6,2,0,True,routine,one_time,MOW_frozen,United_Way,completed,,RTE-0019,22,refrigerated_vehicle,,low_sodium,
REQ-00536,CLI-0105,2026-03-30 20:09:00,2026-04-02,08:00:00,09:00:00,8,4,0,False,routine,monthly,culturally_specific,United_Way,completed,,RTE-0013,6,,flexible_window,diabetic_friendly;low_sodium;soft,hard_of_hearing
REQ-00537,CLI-0273,2026-04-01 19:40:00,2026-04-03,10:45:00,12:15:00,5,5,0,True,routine,one_time,MOW_hot,client_pay,completed,,RTE-0042,21,refrigerated_vehicle,,,hard_of_hearing
REQ-00538,CLI-0129,2026-04-11 10:11:00,2026-04-15,12:45:00,14:15:00,7,3,0,True,routine,monthly,MOW_hot,municipal,completed,,RTE-0185,9,no_pet_allergy;refrigerated_vehicle,,,cane;hard_of_hearing
REQ-00539,CLI-0185,2026-03-31 06:29:00,2026-04-01,10:00:00,12:00:00,10,3,2,False,routine,one_time,grocery_hamper,private_donations,in_progress,,RTE-0011,10,lang_English;two_person,,low_sodium,low_vision
REQ-00540,CLI-0239,2026-04-09 10:20:00,2026-04-11,13:15:00,14:15:00,6,1,1,True,routine,monthly,MOW_hot,client_pay,completed,,RTE-0059,18,refrigerated_vehicle,,pureed,cane
REQ-00541,CLI-0197,2026-03-27 09:47:00,2026-03-30,08:00:00,10:00:00,10,6,0,True,routine,weekly,MOW_frozen,Island_Health,pending,,,,refrigerated_vehicle,,,hard_of_hearing
REQ-00542,CLI-0384,2026-04-05 15:06:00,2026-04-08,09:00:00,12:00:00,5,5,2,True,routine,one_time,MOW_frozen,Island_Health,completed,,RTE-0269,20,refrigerated_vehicle,can_leave_at_door,,
REQ-00543,CLI-0056,2026-03-27 06:08:00,2026-03-30,13:15:00,14:15:00,9,4,0,False,routine,one_time,culturally_specific,client_pay,in_progress,,RTE-0133,1,lang_Spanish,,diabetic_friendly,assistance_at_door
REQ-00544,CLI-0493,2026-04-08 16:08:00,2026-04-10,08:15:00,09:15:00,11,5,0,True,routine,weekly,MOW_hot,Island_Health,completed,,RTE-0007,1,refrigerated_vehicle,,,hard_of_hearing
REQ-00545,CLI-0317,2026-04-09 14:56:00,2026-04-13,10:15:00,11:15:00,5,1,1,True,routine,one_time,MOW_hot,Island_Health,pending,,,,no_pet_allergy;refrigerated_vehicle,can_leave_at_door,,hard_of_hearing
REQ-00546,CLI-0362,2026-04-07 07:45:00,2026-04-11,10:30:00,12:00:00,6,5,1,False,routine,weekly,grocery_hamper,United_Way,completed,,RTE-0015,2,,,minced,
REQ-00547,CLI-0460,2026-04-04 14:10:00,2026-04-09,12:15:00,13:15:00,9,3,0,True,routine,biweekly,MOW_frozen,municipal,completed,,RTE-0108,8,refrigerated_vehicle,flexible_window;can_leave_at_door,heart_healthy;pureed,
REQ-00548,CLI-0160,2026-04-13 06:23:00,2026-04-14,12:15:00,14:15:00,7,6,1,True,routine,one_time,MOW_hot,private_donations,completed,,RTE-0137,9,no_pet_allergy;refrigerated_vehicle;wheelchair,,,wheelchair
REQ-00549,CLI-0380,2026-03-23 14:22:00,2026-03-25,12:45:00,15:45:00,8,4,1,False,routine,weekly,culturally_specific,private_donations,no_answer,buzzer_failed,,,lang_English,flexible_window,minced;soft,walker
REQ-00550,CLI-0409,2026-03-29 06:05:00,2026-03-30,12:30:00,14:00:00,6,4,0,True,routine,weekly,MOW_hot,client_pay,completed,,RTE-0058,29,refrigerated_vehicle,flexible_day,,walker;assistance_at_door
REQ-00551,CLI-0299,2026-04-02 14:22:00,2026-04-03,12:15:00,14:15:00,8,4,0,True,routine,weekly,MOW_hot,United_Way,completed,,RTE-0042,7,refrigerated_vehicle;two_person,,low_sodium,bedbound
REQ-00552,CLI-0229,2026-04-04 18:49:00,2026-04-07,10:45:00,12:15:00,7,4,1,True,routine,biweekly,MOW_hot,United_Way,no_answer,no_answer_at_door,RTE-0019,18,refrigerated_vehicle,flexible_window;flexible_day,halal,assistance_at_door
REQ-00553,CLI-0481,2026-04-08 12:29:00,2026-04-11,12:00:00,13:00:00,10,6,0,True,routine,one_time,MOW_hot,United_Way,completed,,,,lang_Mandarin;refrigerated_vehicle,,heart_healthy;vegetarian,walker
REQ-00554,CLI-0390,2026-04-04 20:10:00,2026-04-07,09:45:00,12:45:00,8,3,1,True,urgent,weekly,MOW_frozen,Island_Health,completed,,RTE-0019,21,refrigerated_vehicle,can_leave_at_door,,
REQ-00555,CLI-0001,2026-03-21 10:48:00,2026-03-26,08:30:00,09:30:00,8,2,0,True,routine,weekly,MOW_frozen,United_Way,completed,,,,refrigerated_vehicle;wheelchair,flexible_day,soft,wheelchair;walker;assistance_at_door
REQ-00556,CLI-0346,2026-04-09 12:45:00,2026-04-13,09:30:00,11:00:00,6,5,0,True,routine,weekly,MOW_hot,Island_Health,completed,,RTE-0018,10,refrigerated_vehicle,flexible_day,diabetic_friendly,
REQ-00557,CLI-0126,2026-03-28 20:26:00,2026-03-31,08:00:00,11:00:00,6,5,0,True,routine,weekly,MOW_frozen,client_pay,rerouted,vehicle_breakdown,RTE-0218,1,refrigerated_vehicle,,,assistance_at_door
REQ-00558,CLI-0053,2026-04-12 13:05:00,2026-04-13,11:00:00,12:30:00,6,2,2,False,routine,biweekly,grocery_hamper,Island_Health,scheduled,,RTE-0018,16,no_pet_allergy,,diabetic_friendly,assistance_at_door
REQ-00559,CLI-0443,2026-04-06 16:11:00,2026-04-07,13:00:00,14:30:00,8,1,0,False,routine,biweekly,culturally_specific,private_donations,scheduled,,RTE-0019,13,,,low_sodium;vegetarian,assistance_at_door
REQ-00560,CLI-0500,2026-04-03 13:50:00,2026-04-07,11:45:00,13:15:00,6,7,0,False,routine,weekly,grocery_hamper,United_Way,completed,,RTE-0019,15,wheelchair,flexible_window,diabetic_friendly;heart_healthy;gluten_free,wheelchair;assistance_at_door
REQ-00561,CLI-0315,2026-04-01 09:22:00,2026-04-04,13:00:00,14:00:00,8,1,0,True,routine,weekly,MOW_frozen,Island_Health,pending,,,,refrigerated_vehicle,can_leave_at_door,soft,walker
REQ-00562,CLI-0128,2026-03-30 09:23:00,2026-03-31,13:00:00,15:00:00,13,6,0,True,routine,weekly,MOW_hot,Island_Health,completed,,RTE-0182,8,refrigerated_vehicle;wheelchair,,,wheelchair;assistance_at_door;low_vision
REQ-00563,CLI-0198,2026-04-05 17:06:00,2026-04-08,10:00:00,12:00:00,10,3,1,True,routine,monthly,MOW_frozen,client_pay,completed,,RTE-0269,12,refrigerated_vehicle,flexible_window,renal,cane
REQ-00564,CLI-0131,2026-04-13 13:44:00,2026-04-15,12:45:00,14:15:00,7,1,0,True,routine,weekly,MOW_hot,United_Way,in_progress,,RTE-0185,2,refrigerated_vehicle,flexible_window;flexible_day,lactose_free,cane;assistance_at_door
REQ-00565,CLI-0409,2026-03-31 15:13:00,2026-04-05,11:45:00,12:45:00,11,2,0,True,routine,monthly,MOW_hot,municipal,completed,,RTE-0097,14,refrigerated_vehicle,,,walker;assistance_at_door
REQ-00566,CLI-0489,2026-03-29 11:05:00,2026-04-03,11:30:00,12:30:00,6,6,1,True,routine,biweekly,MOW_frozen,private_donations,completed,,RTE-0083,18,refrigerated_vehicle,flexible_window,vegetarian,walker
REQ-00567,CLI-0122,2026-04-11 06:16:00,2026-04-12,08:30:00,10:00:00,5,3,1,False,urgent,biweekly,emergency_box,United_Way,completed,,RTE-0046,5,,flexible_window;can_leave_at_door,,low_vision
REQ-00568,CLI-0036,2026-04-05 13:48:00,2026-04-10,11:30:00,12:30:00,5,1,1,True,routine,one_time,MOW_hot,client_pay,completed,,,,lang_Cantonese;refrigerated_vehicle,flexible_window,heart_healthy,walker;bedbound;assistance_at_door;low_vision
REQ-00569,CLI-0488,2026-04-03 17:08:00,2026-04-04,12:00:00,13:00:00,5,7,1,False,urgent,one_time,grocery_hamper,municipal,completed,,,,lang_Mandarin,,vegan,assistance_at_door
REQ-00570,CLI-0055,2026-03-23 16:19:00,2026-03-25,08:45:00,10:15:00,7,7,1,True,urgent,weekly,MOW_hot,United_Way,in_progress,,RTE-0228,5,no_pet_allergy;refrigerated_vehicle;two_person,flexible_window,,assistance_at_door
REQ-00571,CLI-0365,2026-04-13 19:08:00,2026-04-15,12:45:00,15:45:00,8,6,1,True,routine,weekly,MOW_hot,Island_Health,no_answer,buzzer_failed,RTE-0066,4,no_pet_allergy;refrigerated_vehicle,,diabetic_friendly,walker;cane
REQ-00572,CLI-0381,2026-04-07 17:20:00,2026-04-08,10:45:00,13:45:00,12,1,1,True,urgent,monthly,MOW_frozen,client_pay,completed,,RTE-0269,2,refrigerated_vehicle;two_person,,soft,assistance_at_door;hard_of_hearing
REQ-00573,CLI-0209,2026-04-13 11:36:00,2026-04-14,10:30:00,11:30:00,8,6,0,False,routine,one_time,culturally_specific,United_Way,rerouted,vehicle_breakdown,RTE-0137,6,wheelchair,flexible_window,soft,wheelchair;bedbound;hard_of_hearing
REQ-00574,CLI-0262,2026-03-26 12:38:00,2026-03-29,11:00:00,12:30:00,7,1,2,True,routine,weekly,MOW_frozen,private_donations,completed,,,,lang_Mandarin;refrigerated_vehicle;wheelchair,,low_sodium;halal,wheelchair;walker
REQ-00575,CLI-0297,2026-04-04 10:33:00,2026-04-09,11:45:00,13:15:00,10,1,1,False,routine,one_time,culturally_specific,municipal,completed,,RTE-0023,9,two_person,flexible_window,low_sodium;pureed;halal,
REQ-00576,CLI-0094,2026-03-20 17:05:00,2026-03-25,11:30:00,13:00:00,5,2,0,True,routine,weekly,MOW_hot,client_pay,completed,,,,refrigerated_vehicle,flexible_window,,assistance_at_door
REQ-00577,CLI-0386,2026-04-12 15:52:00,2026-04-13,12:45:00,14:15:00,8,4,2,False,routine,weekly,grocery_hamper,private_donations,pending,,,,lang_Tagalog;no_pet_allergy;two_person,flexible_day;can_leave_at_door,diabetic_friendly;low_sodium,bedbound
REQ-00578,CLI-0097,2026-03-21 09:41:00,2026-03-25,13:30:00,16:30:00,9,4,0,True,routine,biweekly,MOW_frozen,municipal,completed,,,,lang_Mandarin;refrigerated_vehicle;wheelchair,flexible_window;can_leave_at_door,diabetic_friendly;minced,wheelchair;walker
REQ-00579,CLI-0499,2026-03-24 19:47:00,2026-03-26,09:45:00,11:15:00,5,1,0,True,routine,one_time,MOW_hot,United_Way,completed,,RTE-0044,15,refrigerated_vehicle,,,assistance_at_door;low_vision
REQ-00580,CLI-0066,2026-04-13 18:21:00,2026-04-15,11:00:00,12:00:00,10,5,0,True,routine,monthly,grocery_hamper,Island_Health,completed,,RTE-0066,1,no_pet_allergy;refrigerated_vehicle,,heart_healthy;halal,walker
REQ-00581,CLI-0169,2026-03-23 16:04:00,2026-03-25,12:30:00,14:00:00,8,6,2,False,routine,one_time,culturally_specific,client_pay,completed,,RTE-0254,4,,flexible_window,soft,
REQ-00582,CLI-0415,2026-03-27 12:24:00,2026-03-31,11:15:00,14:15:00,6,6,1,True,routine,weekly,MOW_frozen,private_donations,in_progress,,RTE-0272,4,refrigerated_vehicle;wheelchair,,soft,wheelchair
REQ-00583,CLI-0173,2026-03-23 09:43:00,2026-03-25,11:00:00,12:30:00,9,6,1,True,urgent,biweekly,MOW_hot,United_Way,completed,,,,refrigerated_vehicle,flexible_day,,walker
REQ-00584,CLI-0338,2026-03-29 17:16:00,2026-03-31,13:30:00,15:00:00,13,7,1,False,routine,weekly,emergency_box,Island_Health,completed,,RTE-0080,1,wheelchair,flexible_window,low_sodium,wheelchair
REQ-00585,CLI-0128,2026-03-23 12:32:00,2026-03-26,11:00:00,14:00:00,8,7,0,False,routine,one_time,grocery_hamper,private_donations,completed,,RTE-0125,1,wheelchair,flexible_day,,wheelchair;assistance_at_door;low_vision
REQ-00586,CLI-0410,2026-03-23 14:32:00,2026-03-25,09:00:00,10:00:00,8,3,0,True,routine,weekly,MOW_frozen,municipal,completed,,,,refrigerated_vehicle,,,assistance_at_door
REQ-00587,CLI-0212,2026-03-20 20:10:00,2026-03-25,09:45:00,10:45:00,6,7,1,True,routine,monthly,MOW_hot,private_donations,pending,,,,lang_English;refrigerated_vehicle,flexible_day,diabetic_friendly,walker;assistance_at_door
REQ-00588,CLI-0439,2026-03-28 18:18:00,2026-04-02,09:30:00,11:30:00,5,4,0,False,routine,biweekly,grocery_hamper,Island_Health,completed,,RTE-0070,5,no_pet_allergy,,low_sodium;halal,walker
REQ-00589,CLI-0398,2026-03-24 17:23:00,2026-03-25,12:30:00,15:30:00,10,6,0,True,urgent,weekly,MOW_hot,private_donations,completed,,RTE-0228,9,refrigerated_vehicle,,low_sodium,assistance_at_door
REQ-00590,CLI-0388,2026-03-27 18:00:00,2026-03-31,08:30:00,09:30:00,5,2,1,True,routine,weekly,MOW_hot,United_Way,completed,,RTE-0178,21,refrigerated_vehicle,flexible_window,low_sodium;vegetarian,
REQ-00591,CLI-0480,2026-04-06 06:42:00,2026-04-08,09:00:00,10:30:00,8,6,1,True,routine,monthly,MOW_frozen,Island_Health,completed,,RTE-0035,16,no_pet_allergy;refrigerated_vehicle,,low_sodium;gluten_free,cane;assistance_at_door
REQ-00592,CLI-0220,2026-03-28 08:01:00,2026-04-01,09:45:00,11:15:00,6,3,1,True,urgent,weekly,MOW_frozen,United_Way,pending,,,,refrigerated_vehicle;two_person;wheelchair,,heart_healthy;minced,wheelchair;assistance_at_door;low_vision
REQ-00593,CLI-0178,2026-04-03 13:51:00,2026-04-06,10:15:00,13:15:00,9,4,0,True,routine,weekly,MOW_hot,municipal,scheduled,,,,lang_Punjabi;no_pet_allergy;refrigerated_vehicle,flexible_window,vegan,walker
REQ-00594,CLI-0381,2026-04-01 12:57:00,2026-04-04,12:45:00,14:15:00,8,6,1,False,routine,weekly,grocery_hamper,Island_Health,in_progress,,RTE-0138,3,two_person,flexible_window;flexible_day,soft,assistance_at_door;hard_of_hearing
REQ-00595,CLI-0411,2026-03-26 19:56:00,2026-03-30,11:15:00,13:15:00,10,3,2,False,routine,weekly,grocery_hamper,municipal,completed,,RTE-0062,1,two_person;wheelchair,,soft;gluten_free;vegetarian,wheelchair
REQ-00596,CLI-0426,2026-03-21 18:46:00,2026-03-25,08:00:00,09:00:00,6,1,2,False,urgent,weekly,grocery_hamper,municipal,no_answer,buzzer_failed,,,wheelchair,,,wheelchair;assistance_at_door;low_vision
REQ-00597,CLI-0323,2026-03-22 09:54:00,2026-03-25,11:15:00,12:15:00,7,5,1,True,routine,weekly,MOW_hot,client_pay,completed,,,,refrigerated_vehicle,flexible_window,,
REQ-00598,CLI-0492,2026-03-22 08:59:00,2026-03-25,13:30:00,15:00:00,5,3,1,True,urgent,weekly,MOW_hot,Island_Health,completed,,,,refrigerated_vehicle;wheelchair,can_leave_at_door,diabetic_friendly,wheelchair;walker
REQ-00599,CLI-0151,2026-03-25 10:04:00,2026-03-30,09:30:00,12:30:00,6,5,1,True,routine,biweekly,grocery_hamper,Island_Health,completed,,RTE-0058,20,refrigerated_vehicle,,heart_healthy,
REQ-00600,CLI-0200,2026-04-06 16:24:00,2026-04-07,09:30:00,10:30:00,8,2,1,True,routine,weekly,grocery_hamper,client_pay,completed,,,,lang_Vietnamese;refrigerated_vehicle;wheelchair,,low_sodium,wheelchair;walker;low_vision
REQ-00601,CLI-0335,2026-03-30 14:06:00,2026-03-31,12:15:00,15:15:00,9,2,0,False,routine,monthly,grocery_hamper,private_donations,completed,,RTE-0003,5,,flexible_window;can_leave_at_door,diabetic_friendly,assistance_at_door
REQ-00602,CLI-0086,2026-03-21 07:22:00,2026-03-25,10:00:00,12:00:00,5,1,0,True,routine,weekly,grocery_hamper,Island_Health,completed,,RTE-0228,8,refrigerated_vehicle,,low_sodium,hard_of_hearing
REQ-00603,CLI-0304,2026-03-20 15:08:00,2026-03-25,08:15:00,09:15:00,10,2,0,False,routine,biweekly,emergency_box,Island_Health,completed,,RTE-0091,19,,can_leave_at_door,,walker
REQ-00604,CLI-0429,2026-03-23 12:00:00,2026-03-25,11:45:00,14:45:00,11,5,0,True,routine,one_time,MOW_frozen,municipal,completed,,,,refrigerated_vehicle,flexible_window,heart_healthy;minced,assistance_at_door
REQ-00605,CLI-0239,2026-03-25 20:25:00,2026-03-27,10:45:00,13:45:00,9,3,1,True,routine,weekly,MOW_hot,United_Way,completed,,RTE-0120,4,refrigerated_vehicle,,pureed,cane
REQ-00606,CLI-0153,2026-04-10 14:09:00,2026-04-15,10:15:00,13:15:00,12,6,1,True,urgent,biweekly,MOW_frozen,private_donations,completed,,RTE-0119,17,refrigerated_vehicle,flexible_window,halal,assistance_at_door
REQ-00607,CLI-0162,2026-04-03 20:15:00,2026-04-07,09:30:00,10:30:00,6,3,0,True,routine,monthly,MOW_hot,municipal,scheduled,,RTE-0019,24,refrigerated_vehicle;wheelchair,,heart_healthy,wheelchair;bedbound;hard_of_hearing
REQ-00608,CLI-0005,2026-04-08 09:32:00,2026-04-13,13:15:00,14:15:00,5,7,1,True,routine,one_time,MOW_hot,private_donations,completed,,RTE-0246,4,refrigerated_vehicle,flexible_day,,walker;assistance_at_door
REQ-00609,CLI-0154,2026-04-01 09:44:00,2026-04-05,09:15:00,10:45:00,5,2,0,False,routine,one_time,emergency_box,United_Way,scheduled,,RTE-0077,8,,flexible_window,,assistance_at_door
REQ-00610,CLI-0370,2026-04-04 16:08:00,2026-04-09,11:15:00,12:15:00,11,7,1,False,urgent,biweekly,grocery_hamper,client_pay,completed,,RTE-0048,3,,,heart_healthy,walker;cane
REQ-00611,CLI-0200,2026-03-25 20:40:00,2026-03-30,11:45:00,13:45:00,9,4,0,False,urgent,weekly,grocery_hamper,Island_Health,completed,,,,lang_Vietnamese;wheelchair,flexible_window,low_sodium,wheelchair;walker;low_vision
REQ-00612,CLI-0388,2026-04-06 12:33:00,2026-04-08,08:15:00,09:15:00,7,7,1,True,routine,one_time,MOW_hot,private_donations,completed,,RTE-0035,30,refrigerated_vehicle,flexible_window;can_leave_at_door,low_sodium;vegetarian,
REQ-00613,CLI-0262,2026-03-21 08:22:00,2026-03-25,09:30:00,10:30:00,8,5,0,True,routine,biweekly,MOW_hot,municipal,completed,,,,lang_Mandarin;refrigerated_vehicle;wheelchair,,low_sodium;halal,wheelchair;walker
REQ-00614,CLI-0044,2026-04-01 06:56:00,2026-04-02,09:30:00,12:30:00,5,2,0,False,routine,one_time,culturally_specific,United_Way,completed,,RTE-0006,8,,flexible_window,low_sodium;heart_healthy,
REQ-00615,CLI-0229,2026-04-07 12:23:00,2026-04-12,11:00:00,14:00:00,14,7,1,True,routine,one_time,MOW_frozen,Island_Health,completed,,RTE-0054,8,refrigerated_vehicle,flexible_day,halal,assistance_at_door
REQ-00616,CLI-0436,2026-04-07 20:34:00,2026-04-11,10:45:00,12:45:00,8,6,0,True,routine,weekly,MOW_frozen,private_donations,no_answer,no_answer_at_door,RTE-0033,21,no_pet_allergy;refrigerated_vehicle,flexible_window,low_sodium;heart_healthy,low_vision
REQ-00617,CLI-0279,2026-04-06 14:38:00,2026-04-08,13:30:00,16:30:00,8,4,2,False,routine,one_time,grocery_hamper,Island_Health,completed,,,,lang_Punjabi,flexible_day;can_leave_at_door,,low_vision
REQ-00618,CLI-0202,2026-03-24 18:00:00,2026-03-29,09:15:00,12:15:00,9,3,1,True,routine,biweekly,MOW_frozen,private_donations,completed,,RTE-0009,18,refrigerated_vehicle,flexible_window;flexible_day,diabetic_friendly;soft,
REQ-00619,CLI-0123,2026-03-31 19:43:00,2026-04-02,08:15:00,09:15:00,9,1,1,False,routine,weekly,grocery_hamper,Island_Health,completed,,RTE-0013,1,,flexible_window,lactose_free,
REQ-00620,CLI-0157,2026-03-24 18:00:00,2026-03-27,12:30:00,15:30:00,8,5,2,False,routine,one_time,culturally_specific,municipal,scheduled,,RTE-0020,12,two_person,,soft,
REQ-00621,CLI-0270,2026-04-06 06:24:00,2026-04-07,13:45:00,14:45:00,6,6,1,True,urgent,monthly,MOW_hot,Island_Health,completed,,RTE-0019,19,no_pet_allergy;refrigerated_vehicle,,heart_healthy,walker;low_vision
REQ-00622,CLI-0172,2026-03-26 19:40:00,2026-03-31,12:00:00,15:00:00,9,7,0,True,routine,one_time,MOW_hot,United_Way,completed,,RTE-0272,1,refrigerated_vehicle;two_person;wheelchair,,,wheelchair;bedbound;assistance_at_door
REQ-00623,CLI-0477,2026-03-30 20:04:00,2026-04-01,11:30:00,12:30:00,12,7,0,True,routine,weekly,grocery_hamper,Island_Health,completed,,RTE-0011,5,refrigerated_vehicle,flexible_window,,walker;low_vision
REQ-00624,CLI-0410,2026-03-21 18:10:00,2026-03-25,12:30:00,13:30:00,11,2,0,False,routine,biweekly,grocery_hamper,private_donations,completed,,RTE-0160,1,,flexible_window;can_leave_at_door,,assistance_at_door
REQ-00625,CLI-0114,2026-04-13 18:07:00,2026-04-15,11:00:00,13:00:00,11,4,1,True,routine,biweekly,MOW_hot,Island_Health,no_answer,building_locked,RTE-0119,19,refrigerated_vehicle,,low_sodium;pureed,
REQ-00626,CLI-0092,2026-03-29 19:50:00,2026-03-30,09:00:00,11:00:00,6,7,1,True,routine,monthly,MOW_hot,United_Way,scheduled,,RTE-0152,15,refrigerated_vehicle,can_leave_at_door,,assistance_at_door;low_vision
REQ-00627,CLI-0498,2026-03-26 15:27:00,2026-03-30,09:30:00,10:30:00,5,7,0,True,routine,monthly,MOW_hot,Island_Health,completed,,RTE-0152,7,refrigerated_vehicle,,low_sodium,
REQ-00628,CLI-0123,2026-03-24 19:44:00,2026-03-26,09:30:00,10:30:00,7,6,1,True,routine,biweekly,MOW_frozen,private_donations,completed,,RTE-0044,4,refrigerated_vehicle,flexible_window,lactose_free,
REQ-00629,CLI-0389,2026-04-13 13:41:00,2026-04-15,11:30:00,13:30:00,8,2,1,True,routine,biweekly,MOW_frozen,private_donations,completed,,RTE-0066,16,no_pet_allergy;refrigerated_vehicle,flexible_window;can_leave_at_door,renal,
REQ-00630,CLI-0211,2026-04-11 19:06:00,2026-04-14,10:45:00,12:15:00,10,7,0,True,routine,biweekly,MOW_frozen,United_Way,scheduled,,,,lang_Cantonese;refrigerated_vehicle;wheelchair,,low_sodium,wheelchair;low_vision
REQ-00631,CLI-0254,2026-04-14 11:37:00,2026-04-15,08:30:00,09:30:00,5,5,0,True,routine,one_time,MOW_hot,municipal,completed,,RTE-0119,6,no_pet_allergy;refrigerated_vehicle;wheelchair,flexible_window,vegetarian,wheelchair;hard_of_hearing
REQ-00632,CLI-0291,2026-03-27 13:07:00,2026-03-28,11:30:00,12:30:00,11,1,0,True,routine,weekly,MOW_hot,municipal,completed,,RTE-0061,3,refrigerated_vehicle,,diabetic_friendly;soft;vegetarian,assistance_at_door
REQ-00633,CLI-0250,2026-03-27 10:49:00,2026-03-31,10:45:00,13:45:00,7,4,2,True,routine,weekly,MOW_frozen,Island_Health,completed,,RTE-0178,19,refrigerated_vehicle,,diabetic_friendly;low_sodium;soft,assistance_at_door
REQ-00634,CLI-0004,2026-04-10 14:00:00,2026-04-11,09:45:00,11:15:00,6,5,1,True,urgent,biweekly,MOW_hot,private_donations,completed,,RTE-0033,14,refrigerated_vehicle;wheelchair,flexible_window,pureed,wheelchair
